Id,Rule Name,Product,Severity,Status,Confidence,Category,Is Pro Rule,Assistant Triage Result,Assistant Triage Reason,Assistant Component,Repository Name,Repository Url,Line Of Code Url,Semgrep Platform Link,Created At,Last Opened At,Branch,Triaged At,Triage Comment,Triage Reason,Rule Description
150205069,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,Code,Medium,Open,Medium,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/services/src/main/java/org/keycloak/services/resources/account/LinkedAccountsResource.java#L275,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205069,2025-02-28 04:03:35.807521,2025-02-28 04:03:35.783210,refs/heads/main,,,,Possible active debug code detected. Deploying an application with debug code can create unintended entry points or expose sensitive information.
150205068,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,Code,Medium,Open,Medium,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/services/src/main/java/org/keycloak/services/resources/admin/RealmAdminResource.java#L1033,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205068,2025-02-28 04:03:35.807506,2025-02-28 04:03:35.783205,refs/heads/main,,,,Possible active debug code detected. Deploying an application with debug code can create unintended entry points or expose sensitive information.
150205067,java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,Code,Medium,Open,Medium,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/util/embedded-ldap/src/main/java/org/keycloak/util/ldap/LDAPEmbeddedServer.java#L133,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205067,2025-02-28 04:03:35.807491,2025-02-28 04:03:35.783200,refs/heads/main,,,,Possible active debug code detected. Deploying an application with debug code can create unintended entry points or expose sensitive information.
150205066,java.lang.security.audit.cbc-padding-oracle.cbc-padding-oracle,Code,Medium,Open,High,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/crypto/elytron/src/main/java/org/keycloak/crypto/elytron/WildFlyElytronProvider.java#L143,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205066,2025-02-28 04:03:35.807477,2025-02-28 04:03:35.783195,refs/heads/main,,,,"Using CBC with PKCS5Padding is susceptible to padding oracle attacks. A malicious actor could discern the difference between plaintext with valid or invalid padding. Further, CBC mode does not include any integrity checks. Use 'AES/GCM/NoPadding' instead."
150205065,java.lang.security.audit.crypto.ssl.defaulthttpclient-is-deprecated.defaulthttpclient-is-deprecated,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/adapters/saml/core/src/main/java/org/keycloak/adapters/cloned/HttpClientBuilder.java#L306,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205065,2025-02-28 04:03:35.807462,2025-02-28 04:03:35.783189,refs/heads/main,,,,"DefaultHttpClient is deprecated. Further, it does not support connections using TLS1.2, which makes using DefaultHttpClient a security hazard. Use HttpClientBuilder instead."
150205064,java.lang.security.audit.crypto.ssl.insecure-hostname-verifier.insecure-hostname-verifier,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/services/src/main/java/org/keycloak/connections/httpclient/HttpClientBuilder.java#L23,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205064,2025-02-28 04:03:35.807447,2025-02-28 04:03:35.783184,refs/heads/main,,,,"Insecure HostnameVerifier implementation detected. This will accept any SSL certificate with any hostname, which creates the possibility for man-in-the-middle attacks."
150205063,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/adapters/saml/core/src/main/java/org/keycloak/adapters/cloned/HttpClientBuilder.java#L90,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205063,2025-02-28 04:03:35.807433,2025-02-28 04:03:35.783179,refs/heads/main,,,,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for more information."
150205062,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/adapters/saml/core/src/main/java/org/keycloak/adapters/cloned/HttpClientBuilder.java#L94,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205062,2025-02-28 04:03:35.807418,2025-02-28 04:03:35.783174,refs/heads/main,,,,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for more information."
150205061,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/adapters/saml/core/src/main/java/org/keycloak/adapters/cloned/HttpClientBuilder.java#L98,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205061,2025-02-28 04:03:35.807403,2025-02-28 04:03:35.783166,refs/heads/main,,,,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for more information."
150205060,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/services/src/main/java/org/keycloak/connections/httpclient/HttpClientBuilder.java#L60,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205060,2025-02-28 04:03:35.807388,2025-02-28 04:03:35.783158,refs/heads/main,,,,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for more information."
150205059,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/services/src/main/java/org/keycloak/connections/httpclient/HttpClientBuilder.java#L65,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205059,2025-02-28 04:03:35.807373,2025-02-28 04:03:35.783150,refs/heads/main,,,,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for more information."
150205058,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/services/src/main/java/org/keycloak/connections/httpclient/HttpClientBuilder.java#L70,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205058,2025-02-28 04:03:35.807325,2025-02-28 04:03:35.783143,refs/heads/main,,,,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for more information."
150205057,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/services/src/main/java/org/keycloak/truststore/JSSETruststoreConfigurator.java#L86,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205057,2025-02-28 04:03:35.807310,2025-02-28 04:03:35.783137,refs/heads/main,,,,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for more information."
150205056,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/services/src/main/java/org/keycloak/truststore/JSSETruststoreConfigurator.java#L89,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205056,2025-02-28 04:03:35.807295,2025-02-28 04:03:35.783133,refs/heads/main,,,,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for more information."
150205055,java.lang.security.audit.crypto.unencrypted-socket.unencrypted-socket,Code,Medium,Open,High,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/test-framework/core/src/main/java/org/keycloak/testframework/events/SysLogServer.java#L26,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205055,2025-02-28 04:03:35.807281,2025-02-28 04:03:35.783127,refs/heads/main,,,,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
150205054,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1,Code,Medium,Open,High,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/server-spi-private/src/main/java/org/keycloak/protocol/saml/util/ArtifactBindingUtils.java#L45,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205054,2025-02-28 04:03:35.807266,2025-02-28 04:03:35.783122,refs/heads/main,,,,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications."
150205053,java.lang.security.audit.crypto.weak-random.weak-random,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/model/infinispan/src/main/java/org/keycloak/models/sessions/infinispan/remotestore/RemoteCacheSessionListener.java#L192,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205053,2025-02-28 04:03:35.807252,2025-02-28 04:03:35.783115,refs/heads/main,,,,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
150205052,java.lang.security.audit.crypto.weak-random.weak-random,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/services/src/main/java/org/keycloak/executors/DefaultExecutorsProviderFactory.java#L202,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205052,2025-02-28 04:03:35.807237,2025-02-28 04:03:35.783110,refs/heads/main,,,,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
150205051,java.lang.security.audit.object-deserialization.object-deserialization,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/common/src/main/java/org/keycloak/common/util/KerberosSerializationUtils.java#L115,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205051,2025-02-28 04:03:35.807223,2025-02-28 04:03:35.783104,refs/heads/main,,,,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to sign the data stream to make sure it is not tampered with, or consider only transmitting object fields and populating a new object."
150205050,java.lang.security.audit.object-deserialization.object-deserialization,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/services/src/main/java/org/keycloak/social/twitter/TwitterIdentityProvider.java#L213,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205050,2025-02-28 04:03:35.807208,2025-02-28 04:03:35.783099,refs/heads/main,,,,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to sign the data stream to make sure it is not tampered with, or consider only transmitting object fields and populating a new object."
150205049,java.lang.security.audit.object-deserialization.object-deserialization,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/test-framework/remote-providers/src/main/java/org/keycloak/testframework/remote/providers/runonserver/SerializationUtil.java#L68,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205049,2025-02-28 04:03:35.807194,2025-02-28 04:03:35.783094,refs/heads/main,,,,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to sign the data stream to make sure it is not tampered with, or consider only transmitting object fields and populating a new object."
150205048,java.lang.security.audit.sqli.jpa-sqli.jpa-sqli,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/model/jpa/src/main/java/org/keycloak/connections/jpa/util/JpaUtils.java#L223,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205048,2025-02-28 04:03:35.807179,2025-02-28 04:03:35.783089,refs/heads/main,,,,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
150205047,java.lang.security.audit.sqli.jpa-sqli.jpa-sqli,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/model/jpa/src/main/java/org/keycloak/connections/jpa/util/JpaUtils.java#L225,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205047,2025-02-28 04:03:35.807165,2025-02-28 04:03:35.783082,refs/heads/main,,,,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
150205046,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/common/src/main/java/org/keycloak/common/util/reflections/Reflections.java#L267,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205046,2025-02-28 04:03:35.807150,2025-02-28 04:03:35.783073,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205045,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/common/src/main/java/org/keycloak/common/util/reflections/Reflections.java#L269,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205045,2025-02-28 04:03:35.807135,2025-02-28 04:03:35.783065,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205044,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/common/src/main/java/org/keycloak/common/util/reflections/Reflections.java#L274,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205044,2025-02-28 04:03:35.807121,2025-02-28 04:03:35.783060,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205043,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/federation/sssd/src/main/java/org/freedesktop/dbus/Marshalling.java#L661,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205043,2025-02-28 04:03:35.807107,2025-02-28 04:03:35.783055,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205042,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/federation/sssd/src/main/java/org/freedesktop/dbus/connections/AbstractConnection.java#L261,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205042,2025-02-28 04:03:35.807092,2025-02-28 04:03:35.783050,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205041,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/federation/sssd/src/main/java/org/freedesktop/dbus/errors/Error.java#L90,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205041,2025-02-28 04:03:35.807077,2025-02-28 04:03:35.783044,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205040,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/federation/sssd/src/main/java/org/freedesktop/dbus/messages/DBusSignal.java#L167,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205040,2025-02-28 04:03:35.807063,2025-02-28 04:03:35.783039,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205039,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/model/jpa/src/main/java/org/keycloak/connections/jpa/DefaultJpaConnectionProviderFactory.java#L375,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205039,2025-02-28 04:03:35.807049,2025-02-28 04:03:35.783034,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205038,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/quarkus/deployment/src/main/java/org/keycloak/quarkus/deployment/KeycloakProcessor.java#L297,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205038,2025-02-28 04:03:35.807034,2025-02-28 04:03:35.783028,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205037,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/quarkus/runtime/src/main/java/org/keycloak/quarkus/runtime/storage/database/liquibase/FastServiceLocator.java#L49,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205037,2025-02-28 04:03:35.807020,2025-02-28 04:03:35.783021,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205036,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/saml-core/src/main/java/org/keycloak/saml/common/PicketLinkLoggerFactory.java#L34,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205036,2025-02-28 04:03:35.807005,2025-02-28 04:03:35.783015,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205035,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/services/src/main/java/org/keycloak/services/resources/admin/ComponentResource.java#L246,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205035,2025-02-28 04:03:35.806962,2025-02-28 04:03:35.783010,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205034,java.lang.security.audit.unsafe-reflection.unsafe-reflection,Code,Medium,Open,Low,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/test-framework/remote-providers/src/main/java/org/keycloak/testframework/remote/providers/runonserver/SerializationUtil.java#L37,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205034,2025-02-28 04:03:35.806947,2025-02-28 04:03:35.783002,refs/heads/main,,,,"If an attacker can supply values that the application then uses to determine which class to instantiate or which method to invoke, the potential exists for the attacker to create control flow paths through the application that were not intended by the application developers. This attack vector may allow the attacker to bypass authentication or access control checks or otherwise cause the application to behave in an unexpected manner."
150205033,java.lang.security.audit.weak-ssl-context.weak-ssl-context,Code,Medium,Open,High,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/adapters/saml/core/src/main/java/org/keycloak/adapters/cloned/HttpClientBuilder.java#L262,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205033,2025-02-28 04:03:35.806932,2025-02-28 04:03:35.782968,refs/heads/main,,,,"An insecure SSL context was detected. TLS versions 1.0, 1.1, and all SSL versions are considered weak encryption and are deprecated. Use SSLContext.getInstance(""TLSv1.2"") for the best security."
150205032,java.lang.security.audit.weak-ssl-context.weak-ssl-context,Code,Medium,Open,High,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/quarkus/runtime/src/main/java/org/keycloak/quarkus/runtime/storage/infinispan/CacheManagerFactory.java#L370,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205032,2025-02-28 04:03:35.806916,2025-02-28 04:03:35.782963,refs/heads/main,,,,"An insecure SSL context was detected. TLS versions 1.0, 1.1, and all SSL versions are considered weak encryption and are deprecated. Use SSLContext.getInstance(""TLSv1.2"") for the best security."
150205031,java.lang.security.audit.weak-ssl-context.weak-ssl-context,Code,Medium,Open,High,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/quarkus/runtime/src/main/java/org/keycloak/quarkus/runtime/storage/infinispan/jgroups/impl/JpaJGroupsTlsConfigurator.java#L80,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205031,2025-02-28 04:03:35.806901,2025-02-28 04:03:35.782957,refs/heads/main,,,,"An insecure SSL context was detected. TLS versions 1.0, 1.1, and all SSL versions are considered weak encryption and are deprecated. Use SSLContext.getInstance(""TLSv1.2"") for the best security."
150205030,java.lang.security.audit.weak-ssl-context.weak-ssl-context,Code,Medium,Open,High,security,False,,,,linux984/keycloak,https://github.com/linux984/keycloak,https://github.com/linux984/keycloak/blob/c8738721df2cd2d16fe16adec571b4192354a771/services/src/main/java/org/keycloak/connections/httpclient/HttpClientBuilder.java#L234,https://semgrep.dev/orgs/anyhow_richness507-slmails-com/findings/150205030,2025-02-28 04:03:35.806886,2025-02-28 04:03:35.782950,refs/heads/main,,,,"An insecure SSL context was detected. TLS versions 1.0, 1.1, and all SSL versions are considered weak encryption and are deprecated. Use SSLContext.getInstance(""TLSv1.2"") for the best security."
